Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T)
sym_mig	Round_1_Replicate_1	-2014.54	4037.08	9150.72	208.23	0.2649,3.7336,0.1424,0.368
sym_mig	Round_1_Replicate_2	-1604.22	3216.44	9187.6	191.93	1.7005,0.347,0.5767,4.9157
sym_mig	Round_1_Replicate_3	-5293.22	10594.44	36220257.02	141.35	0.3206,6.9207,2.4706,2.9143
sym_mig	Round_1_Replicate_4	-618.49	1244.98	735.94	453.4	0.3384,0.2688,0.2509,0.5009
sym_mig	Round_1_Replicate_5	-1989.86	3987.72	33073.73	96.23	3.6917,1.0596,0.328,5.4366
sym_mig	Round_1_Replicate_6	-2148.6	4305.2	18860.56	321.01	3.5156,0.1268,1.0184,0.2213
sym_mig	Round_1_Replicate_7	-1880.86	3769.72	25935.7	197.68	1.166,1.6424,0.1186,0.596
sym_mig	Round_1_Replicate_8	-2214.11	4436.22	26234.53	191.16	0.2377,1.778,0.6973,3.6033
sym_mig	Round_1_Replicate_9	-6879.6	13767.2	2683154387.11	172.68	4.0183,1.849,1.4231,0.4582
sym_mig	Round_1_Replicate_10	-4174.19	8356.38	4815911.07	379.83	0.1366,0.7898,5.1902,0.1794
sym_mig	Round_2_Replicate_1	-1741.52	3491.04	21007.43	300.24	0.7591,0.6868,0.0686,0.2603
sym_mig	Round_2_Replicate_2	-701.19	1410.38	907.9	512.57	0.2119,0.1954,0.2662,0.1822
sym_mig	Round_2_Replicate_3	-1465.44	2938.88	6354.71	302.87	1.0775,0.2243,0.7758,1.6792
sym_mig	Round_2_Replicate_4	-898.2	1804.4	1679.74	425.36	0.4741,0.2141,0.1845,0.2274
sym_mig	Round_2_Replicate_5	-1325.78	2659.56	5978.93	248.04	1.1764,0.7652,0.1074,0.5325
sym_mig	Round_2_Replicate_6	-1235.4	2478.8	4882.66	342.3	0.467,0.5532,0.0751,0.254
sym_mig	Round_2_Replicate_7	-675.89	1359.78	980.22	567.45	0.2571,0.1638,0.5665,1.7689
sym_mig	Round_2_Replicate_8	-999.67	2007.34	2391.36	414.25	0.1658,0.4438,0.0974,0.9847
sym_mig	Round_2_Replicate_9	-1581.72	3171.44	7124.67	353.59	1.0373,0.1455,0.9611,1.1318
sym_mig	Round_2_Replicate_10	-635.6	1279.2	766.27	305.18	0.509,0.4695,0.1698,1.547
sym_mig	Round_3_Replicate_1	-619.87	1247.74	859.21	534.65	0.2549,0.199,0.2443,0.4499
sym_mig	Round_3_Replicate_2	-597.99	1203.98	749.21	576.05	0.2004,0.1676,0.3247,0.2761
sym_mig	Round_3_Replicate_3	-657.2	1322.4	853.01	439.35	0.2775,0.3165,0.2598,0.9884
sym_mig	Round_3_Replicate_4	-701.6	1411.2	1083.17	519.34	0.2269,0.2203,0.2786,0.9666
sym_mig	Round_3_Replicate_5	-785.81	1579.62	1405.37	553.22	0.1916,0.2018,0.2338,0.8948
sym_mig	Round_3_Replicate_6	-858.82	1725.64	1465.32	393.57	0.6359,0.2255,0.122,0.3179
sym_mig	Round_3_Replicate_7	-715.39	1438.78	860.21	383.88	0.3261,0.4609,0.1915,0.487
sym_mig	Round_3_Replicate_8	-664.42	1336.84	789.01	328.89	0.5777,0.4512,0.128,0.7407
sym_mig	Round_3_Replicate_9	-630.45	1268.9	780.84	438.24	0.3109,0.3103,0.2384,0.7782
sym_mig	Round_3_Replicate_10	-718.3	1444.6	957.44	448.61	0.357,0.2654,0.4355,0.4369
sym_mig	Round_3_Replicate_11	-750.32	1508.64	1016.08	344.28	0.5189,0.4384,0.2863,0.7055
sym_mig	Round_3_Replicate_12	-797.07	1602.14	1475.74	391.41	0.6312,0.193,0.2166,0.8023
sym_mig	Round_3_Replicate_13	-661.55	1331.1	824.06	490.16	0.2359,0.2802,0.3729,0.8339
sym_mig	Round_3_Replicate_14	-835.61	1679.22	1411.36	400.56	0.4663,0.2996,0.2396,0.3173
sym_mig	Round_3_Replicate_15	-659.58	1327.16	753.22	423.51	0.3077,0.3567,0.1913,0.4187
sym_mig	Round_3_Replicate_16	-642.19	1292.38	856.22	363.04	0.5255,0.3376,0.1392,0.8489
sym_mig	Round_3_Replicate_17	-815.53	1639.06	1381.09	429.76	0.5275,0.1947,0.4586,0.6143
sym_mig	Round_3_Replicate_18	-672.81	1353.62	936.39	418.64	0.479,0.2452,0.2019,0.5207
sym_mig	Round_3_Replicate_19	-766.33	1540.66	987.37	415.12	0.2378,0.4386,0.2093,0.3728
sym_mig	Round_3_Replicate_20	-615.14	1238.28	787.28	534.02	0.2532,0.2044,0.3376,0.4634
